path,doc_code,revision,plan_kind,status,previous_status,top_dir,size_human,card_path
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/255-MS-14F-CS31-3_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,588 KB,.yeyo-memory/cards/34b8e807e5c29759.json
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/255-MS-15F-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,586 KB,.yeyo-memory/cards/f4c845b3db71acb9.json
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/257-MS-10EF-CS31-6_Rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,887 KB,.yeyo-memory/cards/c8da97c0886701f6.json
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/257-MS-10F-CS31-4_Rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,586 KB,.yeyo-memory/cards/3ea03caec0b86c6a.json
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/257-MS-11EF-CS31-4_Rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,387 KB,.yeyo-memory/cards/460ccbc48eda29b5.json
07 Presentado al Condado/0005_Isometrics/Firmado/MS/PDF/257-MS-12EF-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,636 KB,.yeyo-memory/cards/0678b01f7a43418e.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/252-N-08EF-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,330 KB,.yeyo-memory/cards/b30844a075162e4c.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/252-N-10F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,414 KB,.yeyo-memory/cards/8e1c42c1c4bef27d.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/252-N-11F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,412 KB,.yeyo-memory/cards/e37bc46381e6826e.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/252-N-12F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,386 KB,.yeyo-memory/cards/392ccdea789b1419.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/255-N-09EF-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,384 KB,.yeyo-memory/cards/c6d16e363a88effc.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/255-N-09EF-CS72-1.5_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,368 KB,.yeyo-memory/cards/903e3696f8f1b91e.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/255-N-09EF-CS72-1.5_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,524 KB,.yeyo-memory/cards/9eaacb81bd5bf261.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/255-N-10EF-CS72-05_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,316 KB,.yeyo-memory/cards/da7432af801e033e.json
07 Presentado al Condado/0005_Isometrics/Firmado/N/PDF/257-N-11EF-CS72-05_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,07 Presentado al Condado,384 KB,.yeyo-memory/cards/1e6a530ee2a7e3e7.json
12 As Built TES 6/04_Piping/05_Isometrics/212-HTF-05-CS30-20_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,502 KB,.yeyo-memory/cards/681060975035a6b8.json
12 As Built TES 6/04_Piping/05_Isometrics/212-HTF-05-CS30-20_rev02_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,454 KB,.yeyo-memory/cards/9a4f652963cf33aa.json
12 As Built TES 6/04_Piping/05_Isometrics/212-HTF-06-CS30-20_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,457 KB,.yeyo-memory/cards/a10f0f74a7b981b7.json
12 As Built TES 6/04_Piping/05_Isometrics/212-HTF-06-CS30-20_rev02_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,514 KB,.yeyo-memory/cards/dc6c133376743b73.json
12 As Built TES 6/04_Piping/05_Isometrics/251-MS-01E-CS31-20_rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,235 KB,.yeyo-memory/cards/ec58086df62ad1e6.json
12 As Built TES 6/04_Piping/05_Isometrics/251-MS-01E-CS31-20_rev01_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,138 KB,.yeyo-memory/cards/acda4fc17f0ef6dd.json
12 As Built TES 6/04_Piping/05_Isometrics/251-MS-01F-CS31-20_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,787 KB,.yeyo-memory/cards/fa1c2d2a971b71fc.json
12 As Built TES 6/04_Piping/05_Isometrics/251-MS-01F-CS31-20_rev02_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,362 KB,.yeyo-memory/cards/6370e837da6842fa.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-12E-CS30-20_rev03_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,172 KB,.yeyo-memory/cards/4eaeee2cff6d3412.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-12E-CS30-20_rev03_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,176 KB,.yeyo-memory/cards/6bba1c79fe76829f.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-12F-CS30-20_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,264 KB,.yeyo-memory/cards/b10d7bb27c813eb2.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-13E-SS38-24_rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,179 KB,.yeyo-memory/cards/5c056abd71fd6643.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16E-CS30-20_rev03_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,190 KB,.yeyo-memory/cards/3c64bd0d4a1c3245.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16E-CS30-20_rev03_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,191 KB,.yeyo-memory/cards/e57571d7e976dbdd.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16F-CS30-20 R7_Sht1.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,635 KB,.yeyo-memory/cards/bbc7809ace76cc1b.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21E-CS30-8_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,164 KB,.yeyo-memory/cards/26e3e402854f5ecc.json
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21F-CS30-8_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,428 KB,.yeyo-memory/cards/894e3ddeb2b2f864.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,171 KB,.yeyo-memory/cards/4d757515552bea1a.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,167 KB,.yeyo-memory/cards/ebcb6f2ba253c82f.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03F-CS31-24_Sht_1_R2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,1.7 MB,.yeyo-memory/cards/1cb8094f13b15b47.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,168 KB,.yeyo-memory/cards/23d3e356be586417.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,183 KB,.yeyo-memory/cards/48e63fb0a11e744b.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht2_R4.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,557 KB,.yeyo-memory/cards/00a6ebdaafa39bff.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,434 KB,.yeyo-memory/cards/938f51eafa7f35d8.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06E-CS31-4_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,172 KB,.yeyo-memory/cards/62bcccbbe6449074.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06F-CS31-4_Sht_1_R2.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,472 KB,.yeyo-memory/cards/43c889046263128d.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-13F-CS31-24_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,139 KB,.yeyo-memory/cards/8d0ec7db048e1131.json
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-14F-CS31-24_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,488 KB,.yeyo-memory/cards/56b4888501281eda.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06E-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,161 KB,.yeyo-memory/cards/980934c491e1e517.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,444 KB,.yeyo-memory/cards/d298772cd6a32e04.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,162 KB,.yeyo-memory/cards/3c18aed72d6aa028.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,134 KB,.yeyo-memory/cards/ece74393a77c4382.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,301 KB,.yeyo-memory/cards/ad85dede48f7b323.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10E-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,151 KB,.yeyo-memory/cards/731b3d00aacdec69.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,158 KB,.yeyo-memory/cards/68df06b378ed0a50.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,151 KB,.yeyo-memory/cards/b45dda515f04fe86.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,158 KB,.yeyo-memory/cards/f2b50e544455f3a8.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11E-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,152 KB,.yeyo-memory/cards/45e32a9c8ff936bc.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,150 KB,.yeyo-memory/cards/842e50ea24ab059c.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,160 KB,.yeyo-memory/cards/21dbf6ce3955712a.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12E-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,147 KB,.yeyo-memory/cards/a4abdcab34a0d7fc.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,146 KB,.yeyo-memory/cards/192fabbfc3010a4b.json
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,158 KB,.yeyo-memory/cards/e889e28d0839f5c9.json
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,182 KB,.yeyo-memory/cards/9505acaa40531acd.json
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,215 KB,.yeyo-memory/cards/474cf0663fdf1c1a.json
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_3.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,129 KB,.yeyo-memory/cards/fac5ced6581c3b69.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20E-CS30-1_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,136 KB,.yeyo-memory/cards/4f49f5d58317cd70.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20F-CS30-1_Sht1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,534 KB,.yeyo-memory/cards/0752cba291b00b1e.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-21E-CS30-1_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,149 KB,.yeyo-memory/cards/7cdd7f434406e958.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-21F-CS30-1_Rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,296 KB,.yeyo-memory/cards/0349b94aeca24f1b.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-22E-CS30-1_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,141 KB,.yeyo-memory/cards/5919201882171801.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-22F-CS30-1_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,270 KB,.yeyo-memory/cards/ad5fcaa61006bc86.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-23E-CS30-1_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,141 KB,.yeyo-memory/cards/92aae2fc1debf6f4.json
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-23F-CS30-1_rev02_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,173 KB,.yeyo-memory/cards/06b3ef3adc82f640.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06E-CS31-4_Rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,175 KB,.yeyo-memory/cards/4dc231b30e80a710.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06F-CS31-4_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,168 KB,.yeyo-memory/cards/a768879c49b45590.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07E-CS31-4_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,203 KB,.yeyo-memory/cards/d37637ba81f210fd.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07F-CS31-4_Sht_1_R2.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,642 KB,.yeyo-memory/cards/c84e014737f10f50.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08E-CS31-4_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,155 KB,.yeyo-memory/cards/4dba431c2e240e0e.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08F-CS31-4_Sht_1_R2.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,388 KB,.yeyo-memory/cards/830fba8b5d9c1161.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09E-CS31-4_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,163 KB,.yeyo-memory/cards/5007a2cca7fcb469.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09F-CS31-4_Sht_1_R2.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,407 KB,.yeyo-memory/cards/f208e4ac1bef99db.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11E-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,168 KB,.yeyo-memory/cards/ce04dc5e7a8ea768.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,166 KB,.yeyo-memory/cards/c22d30395dcdc1b3.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,166 KB,.yeyo-memory/cards/9ccbefb8ce8674c8.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12E-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,158 KB,.yeyo-memory/cards/61701cb0b2eed80c.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,160 KB,.yeyo-memory/cards/8aa9ea187f52d012.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,160 KB,.yeyo-memory/cards/5385e772863affa8.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13E-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,157 KB,.yeyo-memory/cards/48fac089edb1d934.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,162 KB,.yeyo-memory/cards/743074268264bea1.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,162 KB,.yeyo-memory/cards/1d1f6b1bc6a61811.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,184 KB,.yeyo-memory/cards/7e2204d256e89258.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_2.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,180 KB,.yeyo-memory/cards/9350a7f326823fe3.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14F-CS31-3_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,175 KB,.yeyo-memory/cards/8fa146b48a9e6488.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15E-CS31-3_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,172 KB,.yeyo-memory/cards/8ede26572511e7c4.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,167 KB,.yeyo-memory/cards/f5819493790f8aeb.json
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,167 KB,.yeyo-memory/cards/22ea98a5ec5b8052.json
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS31-2_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,357 KB,.yeyo-memory/cards/b65a5dcdae3aec21.json
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht2_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,141 KB,.yeyo-memory/cards/bbf8abe33254e0fe.json
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,331 KB,.yeyo-memory/cards/c71874db9f515ea4.json
12 As Built TES 6/04_Piping/05_Isometrics/255-N-10EF-CS72-05_Sht_1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,295 KB,.yeyo-memory/cards/12cda7774e65d0ea.json
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10EF-CS31-6_R3_Sht1.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,730 KB,.yeyo-memory/cards/850cc79e69febc33.json
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10F-CS31-4_Rev03_Sht_1.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,170 KB,.yeyo-memory/cards/cd1c45adc1af69a5.json
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10F-CS31-4_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,170 KB,.yeyo-memory/cards/b73b0d139ac99afe.json
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-12EF-CS31-3_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,171 KB,.yeyo-memory/cards/afd52259e25ae14a.json
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-13EF-CS31-2_Sht1_R3.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,378 KB,.yeyo-memory/cards/41f3cd1740bc1839.json
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1.pdf,,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,12 As Built TES 6,146 KB,.yeyo-memory/cards/3369666f57307a22.json
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1_R4.pdf,,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,165 KB,.yeyo-memory/cards/e9900e73d6c61e52.json
12 As Built TES 6/04_Piping/05_Isometrics/4521-PLN-LOI-039-063-0001-GAR-R3_Sht1.pdf,4521-PLN-LOI-039-063-0001,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,187 KB,.yeyo-memory/cards/31eea280b47e3617.json
12 As Built TES 6/04_Piping/05_Isometrics/4521-PLN-LOI-039-063-0002-GAR R4_Sht1.pdf,4521-PLN-LOI-039-063-0002,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,216 KB,.yeyo-memory/cards/1504caa25dff7daf.json
12 As Built TES 6/04_Piping/05_Isometrics/4521-PLN-LOI-039-063-0003-GAR_R03.pdf,4521-PLN-LOI-039-063-0003,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,90 KB,.yeyo-memory/cards/a585b57d8524b1ba.json
12 As Built TES 6/04_Piping/05_Isometrics/4521-PLN-LOI-039-063-0004-GAR R4_ Sht1.pdf,4521-PLN-LOI-039-063-0004,,Isometrico de tuberia HTF,ok,ok,12 As Built TES 6,245 KB,.yeyo-memory/cards/ffe6c053a9bacfff.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0201.pdf,4521-PLN-DOT-75-63-0201,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,211 KB,.yeyo-memory/cards/869d26e117dddd49.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0202.pdf,4521-PLN-DOT-75-63-0202,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,209 KB,.yeyo-memory/cards/2c9d1f7217d3dd98.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0203.pdf,4521-PLN-DOT-75-63-0203,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,276 KB,.yeyo-memory/cards/0a782f7ac2e7cda0.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0204.pdf,4521-PLN-DOT-75-63-0204,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,277 KB,.yeyo-memory/cards/b0feaa5707a88445.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0205.pdf,4521-PLN-DOT-75-63-0205,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,277 KB,.yeyo-memory/cards/4d67e5ad52db02d0.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0206.pdf,4521-PLN-DOT-75-63-0206,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,276 KB,.yeyo-memory/cards/34c47dda4f861233.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0207.pdf,4521-PLN-DOT-75-63-0207,,Isometrico de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,276 KB,.yeyo-memory/cards/242e1a0c5e334fe4.json
