path,size_bytes,size_human,ext,top_dir,depth,mtime_iso
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0001_R0_Butterfly Control.xls,3265024,3.1 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0001_R0A.pdf,52947,52 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0002_R0 Steam generation - HTF Services - Rotary Control Valve.xls,7814144,7.5 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0002_R0.pdf,72487,71 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0005_R3 Control globe valves Specifications.xls,500224,489 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-64-0005_R3.pdf,167828,164 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0001_R1 Radar Level.xls,274432,268 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0001_R1.pdf,57834,56 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0002_R0 Filter Regulator Specification.xls,257536,252 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0002_R0.pdf,54250,53 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0010_R0 Conductivity Level Probe Switch - Level switch.xlsx,523064,511 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-21-70-0010_R0.pdf,46101,45 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-45-0001_R2 Junction Boxes Specification.xlsx,268291,262 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-45-0001_R2.pdf,59055,58 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-45-0001_R2Junction Boxes Specification.xlsx,268287,262 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-45-0002_R0 Glands Specification.xlsx,237685,232 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-45-0002_R0.pdf,43871,43 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0001_R2 Globe valves specification.xlsx,2965033,2.8 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0001_R2.pdf,598354,584 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0002_R1 Control gate valves.xls,3101696,3.0 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0002_R1.pdf,160947,157 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0003_R2 Molten Salt Services - Globe Valve On-Off.xlsx,1798220,1.7 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0003_R2.pdf,396253,387 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0004_R2 HTF Services - Triple Offset Rotary On-Off Valve.xlsx,3479644,3.3 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0004_R2.pdf,259809,254 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0005_R1 Gate On-off valves.xls,1676800,1.6 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0005_R1.pdf,108845,106 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0006_R1 Rotary valves specification.xlsx,1062428,1.0 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0006_R1.pdf,133580,130 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0007_R1 HTF Globe valves specification.xlsx,398298,389 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-64-0007_R1.pdf,100179,98 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0001_R2 RTD Multipoint +Transmitter.xlsx,1332633,1.3 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0001_R2.pdf,171324,167 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0002_R3 Pressure gauge.xlsx,267967,262 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0002_R3.pdf,64214,63 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0003_R4 temperature.xlsx,1274609,1.2 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0003_R4.pdf,206005,201 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0004 Pressure transmitters specification RFQ1.xlsx,433806,424 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0004_R5 Pressure transmitters specification RFQ1.xlsx,447058,437 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0004_R5.pdf,90359,88 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0005_R2 Ultrasonic Flowmeters Specification_.xls,316416,309 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0005_R2.pdf,67580,66 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0006 _R2 Radar level instruments specification.xls,276992,271 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0006_R2.pdf,49441,48 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0009_R1 RTD+Transmitter.xlsx,320781,313 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0009_R1.pdf,70753,69 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0010_R2 Vortex.xlsx,230246,225 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0010_R2.pdf,86443,84 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0011_R0 Cooling Water Services - Variable Area Flowmeter with switch .xlsx,229897,225 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0011_R0.pdf,49844,49 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0011_R0.xlsx,229966,225 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0012_R1 Purgemeter specification.xlsx,304766,298 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0012_R1.pdf,51962,51 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0013_R1 VOC Analyzer.xlsx,248875,243 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0013_R1.pdf,54578,53 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0018_R1 Differenc Pressure Level Transmitters spe.xlsx,256504,250 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0018_R1.pdf,46833,46 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0019_R3 Temperature Transmitter.xlsx,965590,943 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0019_R3.pdf,515310,503 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0029_R1  Hydrocarbon Analysis transmitter_.xlsx,260431,254 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0029_R1.pdf,45000,44 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0001_R2 Inclinometer Specification.xls,554496,542 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0001_R2.pdf,175917,172 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0002_R1.pdf,361401,353 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0002_R1Collector RTD  .xlsx,1064166,1.0 MB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0003_R0 Temperature transmitter.SF.CCP.XLS,1168384,1.1 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0003_R0.pdf,135793,133 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0004_R2 On-off valve Datasheet.xls,5062656,4.8 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0004_R2.pdf,110828,108 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0005_R2 Rotary valves datasheet.xls,3689984,3.5 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0005_R2.pdf,112130,110 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0006_R1 Limit switch Specification_Rev.0.xls,964608,942 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0006_R1.pdf,326016,318 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0007_R2 RTD+Transmitter Datasheet.xls,4498944,4.3 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0007_R2.pdf,47928,47 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0008_R3 Pressure transmitters Specification.xlsx,523214,511 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0008_R3.pdf,55699,54 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0009_R2 Ultrasonic Flowmeter.xls,548864,536 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0009_R2.pdf,48249,47 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0010_R1 Inclinometer Mounting Plate Specification_Rev.1.xls,2129408,2.0 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0010_R1.pdf,101223,99 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-45-0020_R1 Junction Boxes Specification HTF.xlsx,252809,247 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-45-0020_R1.pdf,55150,54 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-45-0021_R0 Glands Specification.xlsx,241420,236 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-45-0021_R0.pdf,38380,37 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0001_R2 Central Distribution - Globe Control Valve.xlsx,997195,974 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0001_R2.pdf,139991,137 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0002_R2.pdf,273934,268 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0003_R4 HTF Services - Ball Control Valve.xls,1089024,1.0 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0003_R4.pdf,45593,45 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0004_R3 Rotary  On-off valves Specification.xlsx,436170,426 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0004_R3.pdf,166848,163 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0005_R3 Rotary valves specification.xls,508928,497 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0005_R3.pdf,144917,142 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0006_R3 Gate control valves Specifications.xls,476160,465 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0006_R3.pdf,109402,107 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0008_R1 Ball control valves.xls,1423872,1.4 MB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0008_R1.pdf,62579,61 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0013_R2 Gate control valves Specifications.xls,303616,297 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0013_R2.pdf,60647,59 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0015_R0 Rotary Triple Offset On-Off Valve.xlsx,241613,236 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-64-0015_R0.pdf,46061,45 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0001_R3 Temperature HTF Thermowell and Transmitter.xlsx,555425,542 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0001_R3.pdf,57145,56 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0002_R3 Pressure transmitters specification.xlsx,331267,324 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0002_R3.pdf,114965,112 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0003_R2 Ultrasonic Flowmeter Specification.xlsx,563844,551 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0003_R2.pdf,56109,55 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0005_R2 Radar Level Instruments Specification.xlsx,568196,555 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0005_R2.pdf,128649,126 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0006_ R1 HTF Pressure gauge.xlsx,321783,314 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0006_R1.pdf,79999,78 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0011_R1 RF Capacitance Gap Switch.xlsx,525112,513 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0011_R1.pdf,66746,65 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0013 _R0 Level Gauge Specification.xlsx,226075,221 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0013_R0.pdf,66481,65 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0015_R2 Temperature Gauge.xlsx,358521,350 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0015_R2.pdf,89159,87 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0016_R2 HTF Level switch.xlsx,538330,526 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0016_R2.pdf,83755,82 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0020_R0 Differential Pressure Gauge.xlsx,193984,189 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0020_R0.pdf,47489,46 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0020_R0.xlsx,193984,189 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-67-70-0022_R1 Pressure gauge(VOID).xlsx,256831,251 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-67-70-0022_R1.pdf,67533,66 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-64-0001_R1 Gate control valves Specifications.xls,514560,503 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-64-0001_R1.pdf,126871,124 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0001_R1 Temperature.xlsx,545795,533 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0001_R1.pdf,48291,47 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0002_R1  Pressure transmitters specification.xlsx,288359,282 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0002_R1.pdf,56348,55 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0003_R1  Ultrasonic Flowmeter Specification.xlsx,547187,534 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0003_R1.pdf,51233,50 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0004_R1 Pressure gauge.xlsx,292709,286 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0004_R1.pdf,59152,58 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0005_R0 analyzer.xls,280064,274 KB,xls,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0005_R0.pdf,66000,64 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0006_R1 Radar Level Instruments Specification.xlsx,614094,600 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0006_R1.pdf,168512,165 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0007_R0 Temperature Transmitter.xlsx,468301,457 KB,xlsx,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0007_R0.pdf,393594,384 KB,pdf,01 GD AE,4,2026-06-05T06:18:00.000Z
01 GD AE/I&C/LIS/4521-LIS-AEE-00-70-0001-GAR Rev.01 I&C Signal List.zip,148782,145 KB,zip,01 GD AE,3,2026-06-05T06:18:00.000Z
01 GD AE/I&C/LIS/4521-LIS-AEE-00-70-0001-GAR_901 Rev.01 I&C Signal List.xlsx,44106,43 KB,xlsx,01 GD AE,3,2026-06-05T06:18:00.000Z
01 GD AE/I&C/LIS/4521-LIS-AEE-000-070-0001-GAR Rev.00 I&C Signal List.zip,154254,151 KB,zip,01 GD AE,3,2026-06-05T06:18:00.000Z
